snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,supportCNL1L2L3,supportL1L2L3,L1,L2,L3,a,fromValue,fromUnit,b,toValue,toUnit
Actinic keratosis (disorder),201101007,Actinic keratosis,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"These patches take years to develop, usually first appearing in people over 40.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Actinic keratosis (disorder),201101007,Actinic keratosis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,It takes only a few minutes and can be done in your doctor's office.,MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Chondrocalcinosis due to pyrophosphate crystals (disorder),201637001,Pseudogout,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,These episodes can last for days or weeks.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Chondrocalcinosis due to pyrophosphate crystals (disorder),201637001,Pseudogout,PERMANENT,0.0011520737327188,"There's no cure for pseudogout, but a combination of treatments can help relieve pain and improve the joint's function.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Reactive arthritis (disorder),201736002,Reactive arthritis,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Most people start returning to normal activities after 3 to 6 months,NHS,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Reactive arthritis (disorder),201736002,Reactive arthritis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0197368421052631,"Most people will make a full recovery within a year, but a small number of people experience long-term joint problems.",NHS,0.0005798221878623,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Reactive arthritis (disorder),201736002,Reactive arthritis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,They can come on suddenly but usually start to develop a few days after you get an infection somewhere else in your body,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Reactive arthritis (disorder),201736002,Reactive arthritis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,"If your symptoms don't get better after a few weeks with other treatment or are very severe, you may be prescribed a DMARD, which also work by reducing inflammation",NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Reactive arthritis (disorder),201736002,Reactive arthritis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,"Reactive arthritis is usually temporary, but treatment can help to relieve your symptoms and clear any underlying infection.",NHS,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Reactive arthritis (disorder),201736002,Reactive arthritis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"In most cases, it clears up within a few months and causes no long-term problems.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Acetabular labrum tear (disorder),202336002,Hip labral tear,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,A return to sports can take weeks to months.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Acetabular labrum tear (disorder),202336002,Hip labral tear,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Seek medical attention if symptoms worsen or don't improve within six weeks.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Ataxia (finding),20262006,Ataxia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.014760147601476,"This rare, progressive childhood disease causes degeneration in the brain and other body systems.",MAYO,0.0007730962504831,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Ataxia (finding),20262006,Ataxia,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,The effects of the injection will usually last for up to 3 months,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Ataxia (finding),20262006,Ataxia,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Sporadic ataxia can take a number of forms, including multiple system atrophy, a progressive, degenerative disorder.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Ataxia (finding),20262006,Ataxia,PERMANENT,0.0034562211981566,There's no treatment specifically for ataxia.,MAYO,0.0005798221878623,0.1677618863548511,PERMANENT,,,,,,,,
Ataxia (finding),20262006,Ataxia,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,EA1 involves brief ataxic episodes that may last seconds or minutes.,MAYO,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Ataxia (finding),20262006,Ataxia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,It might appear in the healing stages of the infection and last for days or weeks.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Plantar fasciitis (disorder),202882003,Plantar fasciitis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,"Most people who have plantar fasciitis recover in several months with conservative treatment, including resting, icing the painful area and stretching.",MAYO,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Plantar fasciitis (disorder),202882003,Plantar fasciitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"As you get up and move, the pain normally decreases, but it might return after long periods of standing or when you stand up after sitting.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Fibromyalgia (disorder),203082005,Fibromyalgia,PERMANENT,0.0057603686635944,"While there is no cure for fibromyalgia, a variety of medications can help control symptoms.",MAYO,0.0009663703131039,0.1677618863548511,PERMANENT,,,,,,,,
Fibromyalgia (disorder),203082005,Fibromyalgia,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"In other cases, symptoms gradually accumulate over time with no single triggering event.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Fibromyalgia (disorder),203082005,Fibromyalgia,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"Because fibromyalgia tends to run in families, there may be certain genetic mutations that may make you more susceptible to developing the disorder.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Hyperosmolality (disorder),20313009,Diabetic hyperosmolar syndrome,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Diabetic hyperosmolar syndrome can take days or weeks to develop.,MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Bone cyst (disorder),203465002,Bone cyst,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,It normally takes at least a few months for the bone to heal.,NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Ebstein's anomaly of tricuspid valve (disorder),204357006,Ebstein anomaly,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,It records your heart's electrical activity as you perform your normal activities for a day or two.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Esophageal atresia with tracheoesophageal fistula (disorder),204659003,Oesophageal atresia and tracheo-oesophageal fistula,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,This will usually take a week or two,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Hirschsprung's disease (disorder),204739008,Hirschsprung's disease,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Your child will probably need to stay in hospital for a few days after surgery.,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK,FROM,1,DAY,TO,1,WEEK
Undescended testicle (disorder),204878001,Undescended testicle,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0077120822622107,"The vast majority of the time, the undescended testicle moves into the proper position on its own, within the first few months of life.",MAYO,0.0005798221878623,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Undescended testicle (disorder),204878001,Undescended testicles,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Your child should not ride a bicycle or use sit-on toys for a few weeks after the operation,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Undescended testicle (disorder),204878001,Undescended testicles,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"The operation normally takes about 1 hour and is usually performed as day surgery, which means your child will be able to return home on the same day.",NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Fracture of hand (disorder),20511007,Broken hand,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"Rehabilitation can help, but it can take several months or longer for complete healing.",MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Pneumonitis (disorder),205237003,Pneumonitis,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,X-rays take only a few minutes to perform.,MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
"Urinary catheter, device (physical object)",20568009,Urinary catheter,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"Depending on the type of catheter you have and why it's being used, the catheter may be removed after a few minutes, hours or days, or it may be needed for the long term.",NHS,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Fetal alcohol syndrome (disorder),205788004,Fetal alcohol syndrome,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,"Watches for signs and symptoms of fetal alcohol syndrome in your child's initial weeks, months and years of life.",MAYO,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Fetal alcohol syndrome (disorder),205788004,Fetal alcohol syndrome,PERMANENT,0.0011520737327188,There's no cure or specific treatment for fetal alcohol syndrome.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Noonan's syndrome (disorder),205824006,Noonan syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"If one or both testicles haven't moved into proper position within the first few months of life (undescended testicle), surgery may be needed.",MAYO,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Noonan's syndrome (disorder),205824006,Noonan syndrome,PERMANENT,0.0034562211981566,"There's currently no single treatment for Noonan syndrome, but it's often possible to successfully manage many aspects of the condition.",NHS,0.0005798221878623,0.1677618863548511,PERMANENT,,,,,,,,
Castleman's disease (disorder),207036003,Castleman disease,PERMANENT,0.0011520737327188,Unicentric Castleman disease can be cured by surgically removing the diseased lymph node.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Castleman's disease (disorder),207036003,Castleman disease,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Treatment for multicentric Castleman disease generally involves medications and other therapies to control cell overgrowth.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Fracture at wrist and/or hand level (disorder),208388003,Broken arm or wrist,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"A physiotherapist can help with these problems, although sometimes they can last several months or more",NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Fracture at wrist and/or hand level (disorder),208388003,Broken arm or wrist,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,In most cases it takes around 6 to 8 weeks to recover from a broken arm or wrist,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Osteitis deformans (disorder),2089002,Paget's disease of bone,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"In most cases, Paget's disease of bone progresses slowly.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
Osteitis deformans (disorder),2089002,Paget's disease of bone,PERMANENT,0.0023041474654377,"There are treatments that can help keep it under control for many years, but it can cause persistent pain and a range of other problems in some people.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,,,,,,,
"Malignant melanoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2092003,Skin cancer (melanoma),DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"They develop slowly over several years and appear in areas that are often exposed to the sun, such as the face",NHS,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR,FROM,1,YEAR,TO,MORE,YEAR
"Malignant melanoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2092003,Skin cancer (melanoma),IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,Radiotherapy after surgery usually consists of a course of 5 treatments a week (1 each day from Monday to Friday) for several weeks,NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
"Malignant melanoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2092003,Skin cancer (melanoma),PERMANENT,0.0011520737327188,"In the past, cure from stage 4 melanoma was very rare but new treatments, such as immunotherapy and targeted treatments, show encouraging results.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
"Hemangioma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",2099007,Hemangioma,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Many hemangiomas disappear by age 5, and most are gone by age 10. The skin may be slightly discolored or raised after the hemangioma goes away.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Allergy to egg protein (finding),213020009,Egg allergy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Egg allergy symptoms usually occur a few minutes to a few hours after eating eggs or foods containing eggs.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Fracture of phalanx of foot (disorder),21351003,Broken toe,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Broken toes usually heal within 4 to 6 weeks, but it can sometimes take several months.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Fracture of phalanx of foot (disorder),21351003,Broken toe,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Most broken toes heal well, usually within four to six weeks.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH,FROM,8,DAY,TO,2,MONTH
Subarachnoid intracranial hemorrhage (disorder),21454007,Subarachnoid haemorrhage,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0077120822622107,"During the first few months after a subarachnoid haemorrhage, it's normal to feel extremely tired (fatigue).",NHS,0.0005798221878623,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Subarachnoid intracranial hemorrhage (disorder),21454007,Subarachnoid haemorrhage,PERMANENT,0.0011520737327188,"Although the outlook for subarachnoid haemorrhage has improved in the last few decades, it can be fatal, and people who survive can be left with long-term problems.",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Subarachnoid intracranial hemorrhage (disorder),21454007,Subarachnoid haemorrhage,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,But these changes in the senses are normally temporary and will resolve as the swelling on your brain goes down.,NHS,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Allergic rhinitis caused by pollen (disorder),21719001,Hay fever,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"Hay fever will last for weeks or months, unlike a cold, which usually goes away after 1 to 2 weeks.",NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH,FROM,2,MONTH,TO,6,MONTH
Allergic rhinitis caused by pollen (disorder),21719001,Hay fever,PERMANENT,0.0011520737327188,There's currently no cure for hay fever and you cannot prevent it.,NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,,,,,,,
Allergic rhinitis caused by pollen (disorder),21719001,Hay fever,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,But you don't have to put up with annoying symptoms.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY,FROM,5,MINUTE,TO,1,DAY
Postherpetic neuralgia (disorder),2177002,Postherpetic neuralgia,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Pain that lasts three months or longer,MAYO,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
Postherpetic neuralgia (disorder),2177002,Post-herpetic neuralgia,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,Many people with post-herpetic neuralgia make a full recovery within a year,NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR,FROM,6,MONTH,TO,1,YEAR
