snomedConcept,snomedDesConcept,snomedDesIdentifier,snomedIdentifier
Attribute (attribute),Depth of burn (attribute),288508002,246061005
Attribute (attribute),Type of blade (attribute),285705001,246061005
Attribute (attribute),Method of dietary advice given (attribute),284663008,246061005
Attribute (attribute),Appliance component (attribute),282079007,246061005
Attribute (attribute),Fracture stability (attribute),282006001,246061005
Attribute (attribute),Implant retainer (attribute),281948008,246061005
Attribute (attribute),Adhesive retainer (attribute),281947003,246061005
Attribute (attribute),Triggering mode (attribute),281407001,246061005
Attribute (attribute),Flow waveform (attribute),281403002,246061005
Attribute (attribute),System involvement status (attribute),281355002,246061005
Attribute (attribute),Site of bypass (attribute),281343008,246061005
Attribute (attribute),Type of contaminant (attribute),281308007,246061005
Attribute (attribute),Disease polarity (attribute),281256003,246061005
Attribute (attribute),Associated observation (attribute),281041004,246061005
Attribute (attribute),Degree of paralysis (attribute),280942002,246061005
Attribute (attribute),Interpretation (attribute),280452008,246061005
Attribute (attribute),Type of activity (attribute),280147009,246061005
Attribute (attribute),Trunk direction (attribute),280145001,246061005
Attribute (attribute),Site of radiation (attribute),279230002,246061005
Attribute (attribute),Trigger point site (attribute),279229007,246061005
Attribute (attribute),Affective response to pain (attribute),279116004,246061005
Attribute (attribute),Character of pain (attribute),279114001,246061005
Attribute (attribute),Period of onset (attribute),278924003,246061005
Attribute (attribute),Nursing additional attributes (attribute),278863006,246061005
Attribute (attribute),Associated interpretation (attribute),278483003,246061005
Attribute (attribute),Transcutaneous electrical nerve stimulation stimulus frequency (attribute),278269003,246061005
Attribute (attribute),Type of impression (attribute),278230009,246061005
Attribute (attribute),Classification (attribute),278201002,246061005
Attribute (attribute),Sanctuary site (attribute),278200001,246061005
Attribute (attribute),Paraprotein secreted (attribute),278176003,246061005
Attribute (attribute),Disease phase (attribute),278174000,246061005
Attribute (attribute),Clone status (attribute),278158005,246061005
Attribute (attribute),FAB type (attribute),278157000,246061005
Attribute (attribute),ABO status (attribute),278156009,246061005
Attribute (attribute),Rhesus status (attribute),278155008,246061005
Attribute (attribute),Mathematical sign (attribute),278144008,246061005
Attribute (attribute),Type of denture construction (attribute),278115006,246061005
Attribute (attribute),Type of partial denture connector (attribute),278114005,246061005
Attribute (attribute),Involvement (attribute),278112009,246061005
Attribute (attribute),Scale - rank (attribute),278111002,246061005
Attribute (attribute),Mechanism (attribute),278109006,246061005
Attribute (attribute),Usage (attribute),277889008,246061005
Attribute (attribute),Site of undiversion (attribute),277795004,246061005
Attribute (attribute),Additional staging descriptors (attribute),277655009,246061005
Attribute (attribute),C-factor status (attribute),277640000,246061005
Attribute (attribute),Preserving (attribute),277405005,246061005
Attribute (attribute),Site of epidural (attribute),277335004,246061005
Attribute (attribute),Site of intrathecal injection (attribute),277334000,246061005
Attribute (attribute),Method of injection (attribute),277327002,246061005
Attribute (attribute),Type of orthodontic appliance component (attribute),277097002,246061005
Attribute (attribute),Function (attribute),277064003,246061005
Attribute (attribute),Lymphoma staging symptom status (attribute),277063009,246061005
Attribute (attribute),Residual tumor status (attribute),277062004,246061005
Attribute (attribute),Venous tumor invasion status (attribute),277061006,246061005
Attribute (attribute),Lymphatic tumor invasion status (attribute),277060007,246061005
Attribute (attribute),Tumor histopathological grade status (attribute),277059002,246061005
Attribute (attribute),Tumor status (attribute),277058005,246061005
Attribute (attribute),Direction of rotation (attribute),277055008,246061005
Attribute (attribute),Allergen (attribute),277054007,246061005
Attribute (attribute),Disease behavior (attribute),277053001,246061005
Attribute (attribute),Continuity (attribute),277052006,246061005
Attribute (attribute),Edition (attribute),277047001,246061005
Attribute (attribute),Class (attribute),277046005,246061005
Attribute (attribute),Medicament (attribute),277045009,246061005
Attribute (attribute),Incision - attribute (attribute),277044008,246061005
Attribute (attribute),Brachytherapy dose rate (attribute),277043002,246061005
Attribute (attribute),Conscious level (attribute),277042007,246061005
Attribute (attribute),Type of cement (attribute),277041000,246061005
Attribute (attribute),Type of pack (attribute),277040004,246061005
Attribute (attribute),Type of fixator (attribute),277039001,246061005
Attribute (attribute),Type of probe (attribute),277038009,246061005
Attribute (attribute),Denture (attribute),277037004,246061005
Attribute (attribute),Type of bridge (attribute),277035007,246061005
Attribute (attribute),Pattern presentation (attribute),276989002,246061005
Attribute (attribute),Contents (attribute),276824008,246061005
Attribute (attribute),Type of specimen (attribute),276823002,246061005
Attribute (attribute),Stoma material (attribute),276820004,246061005
Attribute (attribute),Material (attribute),276731003,246061005
Attribute (attribute),Displacement (attribute),276626008,246061005
Attribute (attribute),Level (attribute),276625007,246061005
Attribute (attribute),Second value (attribute),276134001,246061005
Attribute (attribute),Second sign (attribute),276133007,246061005
Attribute (attribute),First value (attribute),276132002,246061005
Attribute (attribute),First sign (attribute),276131009,246061005
Attribute (attribute),Action (attribute),273248003,246061005
Attribute (attribute),Tissue used (attribute),272742005,246061005
Attribute (attribute),Laterality (attribute),272741003,246061005
Attribute (attribute),Site of cannulation (attribute),272739004,246061005
Attribute (attribute),Site of (attribute),272737002,246061005
Attribute (attribute),General site (attribute),272736006,246061005
Attribute (attribute),Vessel (attribute),272735005,246061005
Attribute (attribute),Object (attribute),272734009,246061005
Attribute (attribute),Provocation (attribute),272733003,246061005
Attribute (attribute),Extent of procedure (attribute),272732008,246061005
Attribute (attribute),Site of anastomosis (attribute),264921002,246061005
Attribute (attribute),Complication (attribute),263718001,246061005
Attribute (attribute),Orifice morphology (attribute),263649004,246061005
Attribute (attribute),Multiplicity (attribute),263648007,246061005
Attribute (attribute),Type of mounting (attribute),263647002,246061005
Attribute (attribute),Direction of angulation (attribute),263646006,246061005
Attribute (attribute),Alignment of fracture (attribute),263645005,246061005
Attribute (attribute),Ventricular pressures (attribute),263644009,246061005
Attribute (attribute),Ventricular dominance (attribute),263643003,246061005
Attribute (attribute),Tumor-node-metastasis (TNM) staging classification (attribute),263642008,246061005
Attribute (attribute),Direction of prism base (attribute),263641001,246061005
Attribute (attribute),Loss of joint congruency (attribute),263640000,246061005
Attribute (attribute),International Federation of Gynecology and Obstetrics Stage (attribute),263639002,246061005
Attribute (attribute),Type of tourniquet (attribute),263637000,246061005
Attribute (attribute),Type of hemodialysis (attribute),263636009,246061005
Attribute (attribute),Type of gastrostomy (attribute),263635008,246061005
Attribute (attribute),Type of foreign material (attribute),263633001,246061005
Attribute (attribute),Type of enlargement (attribute),263632006,246061005
Attribute (attribute),Type of collection (attribute),263631004,246061005
Attribute (attribute),Type of arthroplasty (attribute),263630003,246061005
Attribute (attribute),Type of amputation (attribute),263629008,246061005
Attribute (attribute),Type of spectacle (attribute),263628000,246061005
Attribute (attribute),Nature of disorder (attribute),263625002,246061005
Attribute (attribute),Morphological type (attribute),263624003,246061005
Attribute (attribute),Type of magnifier (attribute),263623009,246061005
Attribute (attribute),Gass classification (attribute),263622004,246061005
Attribute (attribute),Fracture level (attribute),263621006,246061005
Attribute (attribute),Fracture grade (attribute),263620007,246061005
Attribute (attribute),Antigenic factor type (attribute),263619001,246061005
Attribute (attribute),Upper limit of primary deformity (attribute),263610002,246061005
Attribute (attribute),Upper level of stenotic segment (attribute),263609007,246061005
Attribute (attribute),Tissue of origin of bladder neck tumor (attribute),263608004,246061005
Attribute (attribute),Surface measured to (attribute),263607009,246061005
Attribute (attribute),Surface measured from (attribute),263606000,246061005
Attribute (attribute),Site of volvulus (attribute),263603008,246061005
Attribute (attribute),Site of undergrowth (attribute),263602003,246061005
Attribute (attribute),Site of tumor (attribute),263601005,246061005
Attribute (attribute),Site of stricture (attribute),263600006,246061005
Attribute (attribute),Site of shortening (attribute),263599008,246061005
Attribute (attribute),Site of rupture (attribute),263598000,246061005
Attribute (attribute),Site of referred pain (attribute),263597005,246061005
Attribute (attribute),Site of proximal bowel involved (attribute),263596001,246061005
Attribute (attribute),Site of perforation (attribute),263595002,246061005
Attribute (attribute),Site of pancreatic duct (attribute),263594003,246061005
