snomedConcept,snomedIdentifier,descendantId,descendantConcept,propagation,coverage
Peripheral nerve disease (disorder),302226006,16026631000119103,Auriculotemporal syndrome of left auriculotemporal nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,16026591000119103,Auriculotemporal syndrome of right auriculotemporal nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,21361000119109,Paraneoplastic peripheral neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,866143002,Infection of peripheral nerve caused by fungus (disorder),62,62
Peripheral nerve disease (disorder),302226006,789588003,Peripheral sensory neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,787932009,Disorder of gastric branch of vagus nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,782756008,Familial episodic pain syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,782752005,"Peripheral neuropathy, myopathy, hoarseness, hearing loss syndrome (disorder)",62,62
Peripheral nerve disease (disorder),302226006,778027003,Primary CD59 deficiency (disorder),62,62
Peripheral nerve disease (disorder),302226006,767659008,Peripheral neuropathy due to and following antineoplastic therapy (disorder),62,62
Peripheral nerve disease (disorder),302226006,763803004,Morvan syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,724558003,Peripheral neuropathy due to hypervitaminosis B6 (disorder),62,62
Peripheral nerve disease (disorder),302226006,723666009,Length-dependent peripheral neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,717975006,Autosomal dominant optic atrophy and peripheral neuropathy syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,713831005,Postinfective peripheral neuralgia (disorder),62,62
Peripheral nerve disease (disorder),302226006,710360007,Peripheral neuropathy due to metabolic disorder (disorder),62,62
Peripheral nerve disease (disorder),302226006,709489006,Small fiber neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,709145001,Peripheral neuropathy due to inflammation (disorder),62,62
Peripheral nerve disease (disorder),302226006,709143008,Peripheral neuropathy caused by toxin (disorder),62,62
Peripheral nerve disease (disorder),302226006,609600000,Neuropathy of lower limb (disorder),62,62
Peripheral nerve disease (disorder),302226006,609599003,Neuropathy of upper limb (disorder),62,62
Peripheral nerve disease (disorder),302226006,431043000,Peripheral nerve disorder associated with repair of hernia (disorder),62,62
Peripheral nerve disease (disorder),302226006,422426003,Facial nerve disorder (disorder),62,62
Peripheral nerve disease (disorder),302226006,398925009,Abducens nerve disorder (disorder),62,62
Peripheral nerve disease (disorder),302226006,315056009,Pudendal nerve neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,305719002,Neuromyotonia (disorder),62,62
Peripheral nerve disease (disorder),302226006,302226006,Peripheral nerve disease (disorder),62,62
Peripheral nerve disease (disorder),302226006,298137008,Thoracoabdominal neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,298119007,Long thoracic nerve lesion (disorder),62,62
Peripheral nerve disease (disorder),302226006,271971004,Disorder of peripheral nerve graft (disorder),62,62
Peripheral nerve disease (disorder),302226006,241996007,Peripheral nerve decompression injury (disorder),62,62
Peripheral nerve disease (disorder),302226006,230646002,Intercostal neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,230645003,Compression neuropathy of trunk (disorder),62,62
Peripheral nerve disease (disorder),302226006,230539002,Cluster tic syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,129613007,Tympanic plexus neuralgia syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,129612002,Anterior ethmoidal nerve syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,128215004,Leprosy neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,128208007,Peripheral axonal neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,128193002,Phrenic nerve disorder (disorder),62,62
Peripheral nerve disease (disorder),302226006,128192007,Peripheral neuritis (disorder),62,62
Peripheral nerve disease (disorder),302226006,128189008,Mononeuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,126980002,Neoplasm of peripheral nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,88219000,Celiac plexus syndrome (disorder),62,62
Peripheral nerve disease (disorder),302226006,84759007,Disorder of accessory nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,81634008,Perineurial cyst (disorder),62,62
Peripheral nerve disease (disorder),302226006,80962007,Disorder of glossopharyngeal nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,77949003,Disorder of acoustic nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,73765005,Disorder of vagus nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,73590005,Injury of peripheral nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,72274001,Nerve root disorder (disorder),62,62
Peripheral nerve disease (disorder),302226006,68982002,Disorder of olfactory nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,64309007,Trigeminal nerve disorder (disorder),62,62
Peripheral nerve disease (disorder),302226006,61830005,Sphenopalatine neuralgia (disorder),62,62
Peripheral nerve disease (disorder),302226006,60750009,Third cranial nerve disease (disorder),62,62
Peripheral nerve disease (disorder),302226006,42998008,Vagus nerve laryngeal paralysis (disorder),62,62
Peripheral nerve disease (disorder),302226006,42345000,Polyneuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,24777009,Disorder of hypoglossal nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,23880008,Congenital anomaly of peripheral nerve (disorder),62,62
Peripheral nerve disease (disorder),302226006,23414001,Peripheral demyelinating neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,20725005,Familial visceral neuropathy (disorder),62,62
Peripheral nerve disease (disorder),302226006,20610004,Fourth nerve palsy (disorder),62,62
Peripheral nerve disease (disorder),302226006,385006,Secondary peripheral neuropathy (disorder),62,62
Disorder of prostate (disorder),30281009,1090331000119100,Prostatic coccidioidomycosis (disorder),29,29
Disorder of prostate (disorder),30281009,154411000119109,Prostate nodule (disorder),29,29
Disorder of prostate (disorder),30281009,445068007,Dysplasia of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,433234005,Hyperplasia of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,409658007,Cyst of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,282354001,Amyloid of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,262617007,Foreign body in prostate (disorder),29,29
Disorder of prostate (disorder),30281009,236677009,Extravasation of urine from prostate (disorder),29,29
Disorder of prostate (disorder),30281009,236676000,Escape of urine from prostate (disorder),29,29
Disorder of prostate (disorder),30281009,197973004,Prostatic congestion or hemorrhage (disorder),29,29
Disorder of prostate (disorder),30281009,126906006,Neoplasm of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,125640003,Injury of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,85324003,Calculus of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,82820009,Congenital anomaly of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,74117008,Prostatorrhea (disorder),29,29
Disorder of prostate (disorder),30281009,67580000,Median bar of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,45014001,Fistula of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,44843000,Hemorrhage of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,42330007,Ulcer of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,30281009,Disorder of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,29524003,Atrophy of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,28324007,Congestion of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,22035000,Infarction of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,12711004,Stricture of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,11441004,Prostatism (disorder),29,29
Disorder of prostate (disorder),30281009,9713002,Prostatitis (disorder),29,29
Disorder of prostate (disorder),30281009,8725005,Abscess of prostate (disorder),29,29
Disorder of prostate (disorder),30281009,4127004,Prostatic obstruction (disorder),29,29
Disorder of prostate (disorder),30281009,460001,Squamous metaplasia of prostate gland (disorder),29,29
Paraganglioma (disorder),302833002,765143008,Sporadic pheochromocytoma and secreting paraganglioma (disorder),6,6
Paraganglioma (disorder),302833002,764999002,Non-functioning paraganglioma (disorder),6,6
Paraganglioma (disorder),302833002,722377004,Paraganglioma and gastric stromal sarcoma syndrome (disorder),6,6
Paraganglioma (disorder),302833002,716857003,Hereditary pheochromocytoma and paraganglioma (disorder),6,6
Paraganglioma (disorder),302833002,302833002,Paraganglioma (disorder),6,6
Paraganglioma (disorder),302833002,253029009,Gangliocytic paraganglioma (disorder),6,6
Pheochromocytoma (disorder),302835009,765143008,Sporadic pheochromocytoma and secreting paraganglioma (disorder),5,5
Pheochromocytoma (disorder),302835009,732968009,Pheochromocytoma crisis (disorder),5,5
Pheochromocytoma (disorder),302835009,716857003,Hereditary pheochromocytoma and paraganglioma (disorder),5,5
Pheochromocytoma (disorder),302835009,302835009,Pheochromocytoma (disorder),5,5
Pheochromocytoma (disorder),302835009,76564002,Catecholamine secretion by pheochromocytoma (disorder),5,5
Pain in pelvis (finding),30473006,11892641000119101,Chronic female pelvic pain syndrome (disorder),20,20
Pain in pelvis (finding),30473006,133731000119108,Chronic pain in male pelvis (finding),20,20
Pain in pelvis (finding),30473006,85011000119101,Pain in male pelvis (finding),20,20
Pain in pelvis (finding),30473006,713413001,Joint pain of pelvic region (finding),20,20
Pain in pelvis (finding),30473006,427972000,Pudendal neuralgia (finding),20,20
Pain in pelvis (finding),30473006,426702003,Pain in female pelvis (finding),20,20
Pain in pelvis (finding),30473006,314716005,Acute pelvic pain (finding),20,20
Pain in pelvis (finding),30473006,288230000,Myalgia/myositis -pelvis/thigh (finding),20,20
Pain in pelvis (finding),30473006,279032003,Chronic pelvic pain without obvious pathology (finding),20,20
Pain in pelvis (finding),30473006,247354009,Iliac fossa pain (finding),20,20
Pain in pelvis (finding),30473006,225565007,Perineal pain (finding),20,20
Pain in pelvis (finding),30473006,203508001,Bony pelvic pain (finding),20,20
Pain in pelvis (finding),30473006,197232005,Anorectal pain (finding),20,20
Pain in pelvis (finding),30473006,162138001,Genitourinary pain (finding),20,20
Pain in pelvis (finding),30473006,102570003,Inguinal pain (finding),20,20
Pain in pelvis (finding),30473006,77880009,Rectal pain (finding),20,20
Pain in pelvis (finding),30473006,61486003,Sacral back pain (finding),20,20
Pain in pelvis (finding),30473006,39402007,Pelvic congestion syndrome (disorder),20,20
Pain in pelvis (finding),30473006,34789001,Pain in the coccyx (finding),20,20
Pain in pelvis (finding),30473006,30473006,Pain in pelvis (finding),20,20
Lymphadenopathy (disorder),30746006,49991000119104,Focal lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,713507008,Lymphadenopathy co-occurrent with human immunodeficiency virus infection (disorder),19,19
Lymphadenopathy (disorder),30746006,704281009,Head and neck lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,445718006,Reactive lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,281898005,Lymphadenopathy due to congenital toxoplasmosis (disorder),19,19
Lymphadenopathy (disorder),30746006,274744005,Localized enlarged lymph nodes (disorder),19,19
Lymphadenopathy (disorder),30746006,274741002,Generalized enlarged lymph nodes (disorder),19,19
Lymphadenopathy (disorder),30746006,207036003,Castleman's disease (disorder),19,19
Lymphadenopathy (disorder),30746006,128235003,Disorder of intra-abdominal lymph nodes (disorder),19,19
Lymphadenopathy (disorder),30746006,127198008,Lower extremity lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,127188002,Upper extremity lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,127159003,Iliac lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,127140000,Aortic lymphadenopathy (disorder),19,19
Lymphadenopathy (disorder),30746006,127116008,Gut-associated lymphadenopathy (disorder),19,19
